filename=: 1.jpg, vehicle number=: 30 
x-pos          , y-pos          , x-pos          , y-pos        
478.191406, 600.5551, 496.1433, 564.8098
609.539673, 559.4779, 625.3828, 522.7492
608.055054, 731.3767, 638.9954, 748.8045
679.881775, 717.2636, 664.6954, 747.6363
912.292542, 678.3381, 894.3405, 714.0834
1157.66809, 550.2136, 1145.986, 582.9227
1172.74023, 549.1872, 1209.914, 563.9555


filename=: 11.jpg, vehicle number=: 26 
x-pos          , y-pos          , x-pos          , y-pos        
133.172729, 140.1818, 157.7045, 150.6954
417.637970, 171.6170, 453.7913, 188.7323
676.142822, 26.97548, 714.3262, 38.89270
859.781799, 160.0409, 822.1233, 145.0834
948.563599, 241.8136, 973.0953, 259.3363
954.913879, 227.8804, 987.6799, 250.8235
961.329285, 213.8078, 994.3601, 236.3681
969.590881, 197.4227, 995.2908, 216.1136
1221.91809, 42.05454, 1188.321, 27.41239
126.163635, 255.8318, 154.1999, 268.6818
166.092743, 461.9382, 153.2902, 499.8340
236.546280, 418.5967, 222.8654, 456.1844
395.104218, 362.6001, 379.2610, 399.3287
450.906281, 301.6752, 413.7323, 286.9069
616.799988, 478.9545, 629.6499, 446.2454
770.433411, 498.6272, 734.4816, 481.0924
858.691223, 287.6549, 895.6016, 303.0697
949.664001, 424.8717, 921.0525, 452.8249
1248.85388, 287.6751, 1211.679, 272.9068
135.759827, 560.0093, 100.8884, 579.6049
402.392303, 648.4660, 364.9663, 634.3488
630.776978, 612.3680, 666.8301, 629.6934
670.234863, 531.9033, 706.1866, 549.4382
744.131775, 705.5817, 771.0000, 718.4317
789.191223, 724.0679, 777.2739, 762.2514
1146.57971, 763.6320, 1160.478, 726.1245


filename=: 12.jpg, vehicle number=: 6 
x-pos          , y-pos          , x-pos          , y-pos        
88.781815 , 232.4681, 116.8181, 246.4863
320.064301, 252.3094, 337.8080, 216.4602
328.103241, 199.6819, 364.0549, 217.2167
379.659088, 135.5090, 346.9499, 117.9863
412.368164, 146.0227, 385.5000, 134.3409
663.527222, 39.71818, 648.3408, 78.26818


filename=: 13.jpg, vehicle number=: 36 
x-pos          , y-pos          , x-pos          , y-pos        
8.177273  , 235.9727, 39.71818, 255.8318
21.027271 , 196.2545, 51.39999, 213.7772
101.631813, 163.5454, 116.8592, 127.5317
306.063629, 93.45454, 290.8772, 121.4909
616.855530, 109.4699, 654.1987, 123.8046
735.117065, 134.7975, 771.9372, 150.4268
739.512329, 111.8975, 777.8651, 123.2581
806.045410, 144.8545, 836.4181, 162.3772
851.604492, 141.3499, 817.7272, 134.3409
828.240906, 109.8090, 856.2772, 126.1636
960.356873, 237.9742, 994.1226, 245.3181
997.627258, 162.3772, 1025.663, 176.3954
1159.16113, 51.22317, 1196.334, 65.99141
45.559090 , 334.0999, 30.37272, 300.2227
245.025696, 372.5988, 227.9103, 408.7521
276.859070, 351.6227, 275.6908, 322.4181
359.799988, 350.4545, 358.6318, 316.5772
379.659088, 317.7454, 379.6590, 350.4545
656.518188, 341.1090, 693.8999, 352.7908
746.087952, 472.5765, 708.5002, 458.8957
900.668152, 295.5499, 935.7136, 314.2409
1186.87268, 321.2500, 1163.509, 290.8772
1225.20007, 472.0183, 1212.572, 502.3181
1219.58178, 357.4636, 1234.765, 324.4036
1248.78637, 342.2772, 1264.811, 307.9077
70.090904 , 643.6681, 38.54999, 665.8635
89.949997 , 663.5272, 60.74545, 688.0590
420.545441, 737.1226, 390.1726, 723.1044
438.841400, 708.0812, 400.8717, 695.4994
556.054504, 561.8954, 533.2070, 535.0371
890.880005, 763.6757, 929.3304, 752.6502
909.927612, 598.1730, 940.2681, 572.1067
928.163513, 606.1369, 957.7330, 579.1992
979.074707, 584.8334, 1016.895, 597.8562
1169.66650, 584.0542, 1132.078, 570.3734
1217.55896, 643.2211, 1201.502, 679.8570


filename=: 14.jpg, vehicle number=: 33 
x-pos          , y-pos          , x-pos          , y-pos        
44.390907 , 157.7045, 74.76363, 169.3863
47.895454 , 133.1727, 84.10908, 149.5272
231.492477, 136.5001, 244.1499, 98.12726
236.385590, 252.2763, 249.9909, 213.7772
293.213623, 147.1909, 258.1681, 172.8909
355.127258, 255.8318, 328.2590, 240.6454
418.209076, 121.4909, 390.1726, 107.4727
427.554535, 107.4727, 396.0136, 91.11817
436.515869, 89.67211, 398.3499, 72.42726
443.909088, 72.42726, 408.8636, 56.07272
598.109070, 214.9454, 585.2590, 242.9818
606.286316, 245.3181, 619.1363, 213.7772
902.888245, 76.21054, 886.6499, 109.8090
1133.54736, 244.1970, 1097.494, 226.8717
1228.15637, 53.26310, 1262.804, 68.92272
103.968178, 490.6363, 132.0045, 503.4863
377.322723, 408.8636, 392.5090, 378.4909
521.009094, 407.6954, 532.6909, 376.1545
536.723022, 416.5132, 549.3048, 378.5435
550.654175, 422.8032, 563.2359, 384.8335
581.754517, 432.2272, 594.6764, 396.2301
883.145447, 448.5817, 896.4184, 413.2254
1038.51355, 315.4090, 1026.831, 349.2863
1051.36364, 386.6681, 1038.513, 419.3772
1031.21972, 368.3607, 1068.727, 382.2600
1075.36328, 358.6502, 1052.420, 325.8841
1098.09082, 295.5499, 1057.204, 297.8863
107.988335, 628.3342, 70.90097, 613.3499
440.991699, 644.9967, 424.0869, 681.2490
700.909058, 547.8772, 675.2090, 575.9136
949.406250, 603.6909, 913.2528, 586.5755
1183.36816, 532.6909, 1154.163, 539.6999
1268.64538, 630.8181, 1237.104, 617.9681


filename=: 15.jpg, vehicle number=: 43 
x-pos          , y-pos          , x-pos          , y-pos        
182.236359, 153.0318, 162.3772, 124.9954
209.104538, 160.0409, 191.5818, 132.0045
500.039398, 118.5417, 463.6893, 101.8482
535.027283, 18.69090, 566.5681, 10.51363
631.419373, 85.77574, 609.8293, 52.10274
805.308960, 229.8968, 768.4887, 214.2675
827.072693, 219.6181, 840.3987, 187.5421
840.617310, 187.4241, 854.0791, 149.7574
985.633972, 112.3260, 947.3954, 96.95909
1093.59960, 204.7339, 1129.631, 218.4499
64.024452 , 502.2203, 82.18407, 466.5801
122.659088, 502.3181, 114.4818, 518.6727
164.713623, 404.1908, 147.9085, 438.1064
181.746811, 370.4341, 163.5454, 401.8545
210.753708, 300.4928, 192.7500, 332.9317
231.006271, 254.4125, 211.8177, 289.5095
404.190887, 297.8863, 372.6499, 283.8681
693.899963, 510.4954, 665.8635, 498.8136
704.413635, 474.2817, 675.2090, 461.4317
906.509033, 439.2363, 918.1908, 413.5363
1164.67724, 506.9909, 1172.854, 516.3363
156.515961, 650.1612, 173.2095, 613.8112
186.168289, 577.5401, 203.0730, 541.2877
345.660431, 674.4324, 307.9937, 660.9705
357.297913, 655.0812, 319.7904, 641.1820
366.713043, 635.1282, 329.2055, 621.2290
383.605377, 733.2165, 402.3842, 697.8986
672.272583, 600.1080, 633.7586, 589.3063
799.036316, 721.9363, 781.5136, 753.4772
1049.02722, 693.8999, 1032.864, 728.7346
148.359085, 668.1999, 134.3409, 697.4045
941.554504, 359.7999, 929.8726, 389.0045
971.927246, 286.2045, 955.5726, 318.9136
1165.84545, 439.2363, 1177.527, 410.0317
1188.04089, 387.8363, 1200.890, 356.2954
1214.90905, 317.7454, 1228.927, 287.3727
908.845398, 506.9909, 914.6863, 514.0000
137.845444, 765.1590, 142.5181, 769.8317
126.163635, 24.53181, 153.0318, 14.01818
383.163635, 25.69999, 411.1999, 14.01818
206.768173, 102.7999, 239.4772, 115.6499
420.545441, 126.1636, 438.0681, 153.0318
447.413635, 134.3409, 464.9363, 163.5454


filename=: 16.jpg, vehicle number=: 10 
x-pos          , y-pos          , x-pos          , y-pos        
57.222691 , 136.8911, 38.03416, 171.9881
313.113983, 200.3981, 294.9543, 236.0384
309.338684, 195.8319, 327.4983, 160.1916
604.263184, 14.73457, 588.7636, 47.89545
785.018127, 212.6090, 794.3635, 185.7409
829.409058, 109.8090, 845.3243, 75.47264
889.732971, 143.3325, 903.4138, 105.7448
904.172668, 154.1999, 922.8635, 107.4727
1117.94995, 153.0318, 1141.313, 115.6499
1184.91040, 235.4230, 1148.274, 219.3664


filename=: 17.jpg, vehicle number=: 26 
x-pos          , y-pos          , x-pos          , y-pos        
29.800949 , 198.6200, 46.91629, 162.4666
392.599121, 119.7520, 411.7876, 84.65499
461.431793, 122.6590, 445.1758, 157.6756
482.174103, 82.89667, 462.9855, 117.9936
511.663605, 9.345454, 496.4772, 42.05454
654.181824, 81.77272, 641.3317, 112.1454
847.163513, 150.5063, 862.3632, 113.5068
968.422668, 71.25908, 968.4226, 95.79090
1268.27551, 214.1185, 1230.687, 200.4377
28.609386 , 407.7851, 11.91584, 444.1352
310.736359, 276.8590, 344.6136, 292.0454
389.004517, 376.1545, 397.1817, 405.3590
668.530884, 496.4508, 706.6444, 508.5899
710.254517, 424.0499, 738.2908, 438.0681
951.900391, 376.0338, 979.6867, 347.2602
973.789307, 299.3654, 1002.299, 322.4181
1089.26159, 315.0101, 1072.992, 351.5519
1192.75793, 441.5837, 1160.004, 457.9272
233.050201, 745.7268, 196.4143, 729.6701
460.263611, 633.1545, 496.4772, 649.5090
748.207275, 688.0609, 769.0079, 653.8946
1009.30908, 766.3272, 983.6090, 734.7863
979.132019, 637.0636, 1019.077, 639.1571
1052.48913, 621.2777, 1034.745, 657.1268
1068.31115, 543.5674, 1029.614, 533.4396
1070.10266, 586.7710, 1050.102, 621.4120


filename=: 18.jpg, vehicle number=: 20 
x-pos          , y-pos          , x-pos          , y-pos        
131.912704, 202.8077, 167.6580, 220.7596
155.368179, 109.8090, 190.0147, 127.1501
369.747467, 226.3119, 389.9486, 191.7878
608.467834, 203.3645, 625.7932, 167.3114
683.852295, 28.92507, 702.8363, -6.28298
833.491089, 46.51688, 824.0401, 85.38435
984.950684, 197.3639, 1008.273, 164.8669
1185.70446, 168.2181, 1151.532, 155.1961
102.799995, 310.7363, 115.6499, 280.3636
413.013428, 427.6179, 376.6633, 410.9244
581.754517, 345.7817, 615.6317, 362.1363
792.441956, 367.2031, 776.8408, 400.6863
1220.75000, 346.9499, 1203.227, 383.1636
1239.77673, 413.3346, 1207.553, 389.6353
1216.07727, 372.6499, 1252.290, 383.1636
137.845444, 658.8544, 177.0455, 678.4172
413.234680, 749.5975, 450.7421, 763.4968
682.218140, 719.5999, 722.4786, 708.5813
865.622681, 613.2954, 903.6915, 630.5239
1155.25293, 682.5844, 1128.315, 712.1540


filename=: 19.jpg, vehicle number=: 29 
x-pos          , y-pos          , x-pos          , y-pos        
105.136360, 188.0772, 72.85212, 173.6864
374.219910, 85.02802, 356.2954, 120.3227
599.556091, 134.5420, 612.5788, 96.72127
611.058411, 103.7755, 626.4732, 66.86502
680.729797, 68.53846, 665.8635, 101.6318
728.282776, 34.23492, 760.4863, 44.39090
950.899963, 239.4772, 973.0953, 216.1136
995.290894, 224.2908, 1018.742, 198.8324
1162.47778, 197.6752, 1138.966, 165.3145
157.704544, 322.4181, 123.8272, 311.9045
334.677124, 278.8294, 372.9293, 290.5243
551.380127, 443.8888, 588.1087, 459.7320
623.170227, 477.3218, 659.8988, 493.1650
663.921326, 492.4293, 700.6499, 508.2725
991.836182, 392.9566, 976.5999, 424.0499
1015.14996, 391.3408, 998.7954, 427.5545
1078.98107, 445.7162, 1092.003, 407.8954
145.664795, 686.2265, 125.2630, 720.6325
156.024750, 753.5408, 191.1774, 772.6272
320.897369, 587.4842, 356.4313, 605.8508
398.349976, 626.1454, 424.0499, 643.6681
424.978485, 660.2739, 405.5860, 695.2587
701.691406, 607.1580, 664.4321, 592.6063
827.254028, 671.3743, 867.2208, 669.7459
871.324097, 616.8303, 890.7164, 581.8456
910.037720, 714.1244, 892.9223, 750.2778
965.649658, 579.5255, 948.5343, 615.6788
1124.95910, 600.4454, 1103.931, 631.9863
1147.00988, 614.2467, 1120.767, 644.4350


filename=: 20.jpg, vehicle number=: 27 
x-pos          , y-pos          , x-pos          , y-pos        
88.514793 , 50.48613, 50.61892, 37.68365
189.245453, 161.2090, 175.2272, 193.9181
466.736298, 144.1634, 503.2781, 160.4328
504.014343, 106.8172, 486.6889, 142.8703
691.563599, 51.39999, 660.0327, 38.52446
731.259033, 207.3877, 750.0379, 172.0698
919.359070, 58.40908, 941.5545, 35.04545
1094.54235, 119.0380, 1054.542, 118.8053
96.959091 , 281.5317, 79.43636, 316.5772
308.566742, 397.9372, 271.0592, 384.0379
301.390900, 484.7954, 316.6072, 449.6610
620.304504, 411.1999, 658.8386, 423.2325
814.222717, 474.2817, 829.4090, 443.9090
1188.90283, 350.2544, 1170.950, 385.9997
1211.54565, 443.1680, 1193.881, 477.7863
119.154541, 553.7181, 136.6772, 516.3363
288.854340, 713.5144, 307.0139, 677.8741
330.595428, 616.7999, 348.1565, 579.6580
349.286346, 572.4090, 365.6536, 538.7388
379.271362, 655.6248, 360.9681, 691.5635
719.599976, 718.4317, 703.2454, 754.6454
738.290894, 728.9454, 721.9363, 766.3272
800.204529, 582.9227, 829.4090, 596.9409
902.458557, 564.3207, 885.4818, 598.1090
913.304993, 599.7109, 896.6114, 636.0610
1195.38147, 554.4885, 1212.706, 518.4353
1241.42541, 716.2376, 1252.002, 754.8137


filename=: 21.jpg, vehicle number=: 25 
x-pos          , y-pos          , x-pos          , y-pos        
93.454544 , 128.5000, 102.7999, 94.62272
130.836365, 144.8545, 139.0136, 110.9772
216.113632, 179.8999, 226.6272, 148.3590
260.504547, 12.84999, 292.0454, 26.86818
710.651428, 75.59170, 695.0221, 112.4118
885.481812, 150.6954, 914.6863, 162.3772
928.100769, 145.2530, 889.4637, 134.9003
1143.93994, 204.3888, 1123.790, 239.4772
188.698654, 350.0451, 169.1030, 384.9165
200.927261, 477.7863, 232.4681, 490.6363
201.176636, 461.4824, 240.0440, 470.9333
319.021851, 386.9251, 282.0223, 371.7253
566.218079, 420.4327, 549.9486, 456.9745
591.099976, 428.7227, 617.9681, 442.7409
797.836975, 298.7742, 782.6817, 331.7636
811.783936, 428.0776, 795.5317, 460.2636
